resolution,AGNo,timeOfDay,kWAvg,kWMedian,kWMax,kWMin,kVARAvg,kVARMedian,kVARMax,kVARMin
60,20,1970-01-01T16:00Z,0.3971747939560438,0.3549,1.1443,0.1437,0.017736813186813173,0.0116,0.1866,-0.0771
60,20,1970-01-01T17:00Z,0.39925528846153785,0.3584,1.2574,0.1491,0.01863653846153846,0.0137,0.211,-0.0721
60,20,1970-01-01T18:00Z,0.41914024725274796,0.3788,1.1916,0.1605,0.027357348901098942,0.0221,0.2101,-0.1063
60,20,1970-01-01T19:00Z,0.41717637362637333,0.37760000000000005,1.2004,0.134,0.02861119505494512,0.02515,0.2171,-0.0916
60,20,1970-01-01T20:00Z,0.40807225274725195,0.36565000000000003,1.4044,0.1365,0.024288461538461526,0.02035,0.2193,-0.0742
60,20,1970-01-01T21:00Z,0.43900803571428554,0.40454999999999997,1.3569,0.1647,0.025538736263736306,0.02105,0.2701,-0.095
60,20,1970-01-01T22:00Z,0.5065283459162666,0.4751,1.5695,0.1786,0.030800068634179764,0.0238,0.2818,-0.0941
60,20,1970-01-01T23:00Z,0.5844393150684941,0.54815,1.5268,0.2474,0.03177945205479458,0.0253,0.3128,-0.0971
60,20,1970-01-02,0.6287386301369863,0.59655,1.7349,0.2568,0.03300041095890409,0.02355,0.3312,-0.0741
60,20,1970-01-02T01:00Z,0.6445818493150688,0.60885,1.8267,0.2776,0.025253493150684873,0.0171,0.2902,-0.0949
60,20,1970-01-02T02:00Z,0.6210617123287675,0.5817,1.6506,0.2554,0.020826849315068473,0.013049999999999999,0.252,-0.1105
60,20,1970-01-02T03:00Z,0.5851497945205482,0.53845,1.7137,0.2151,0.01892445205479453,0.0128,0.283,-0.0931
60,20,1970-01-02T04:00Z,0.4971452054794522,0.4475,1.5979,0.189,0.014261232876712313,0.0075,0.4918,-0.0887
60,21,1970-01-01T05:00Z,0.3568711643835611,0.2949,1.3484,0.1321,-0.03534856164383561,-0.051949999999999996,0.2717,-0.1531
60,21,1970-01-01T06:00Z,0.31802807377049136,0.25044999999999995,1.2351,0.1236,-0.03618107923497264,-0.05015,0.1963,-0.1407
60,21,1970-01-01T07:00Z,0.2981929063360881,0.22715000000000002,1.2068,0.133,-0.03478719008264466,-0.0487,0.2343,-0.1433
60,21,1970-01-01T08:00Z,0.282301707650273,0.2163,1.0686,0.1208,-0.03732568306010929,-0.05085,0.1928,-0.1357
60,21,1970-01-01T09:00Z,0.2759030821917805,0.2116,1.2261,0.1197,-0.03938280821917815,-0.0533,0.2492,-0.1379
60,21,1970-01-01T10:00Z,0.28464582191780774,0.2258,0.9997,0.1087,-0.04092753424657537,-0.05335,0.1893,-0.1555
60,21,1970-01-01T11:00Z,0.34968486301369867,0.31189999999999996,1.1515,0.1194,-0.0493352739726027,-0.0611,0.2269,-0.1621
60,21,1970-01-01T12:00Z,0.5157845205479451,0.4955,1.222,0.1317,-0.06152506849315073,-0.07085,0.2244,-0.2033
60,21,1970-01-01T13:00Z,0.5136793835616436,0.48345,1.3018,0.1991,-0.0631141095890411,-0.0722,0.2393,-0.2153
60,21,1970-01-01T14:00Z,0.5014003424657535,0.47975,1.4957,0.1909,-0.06476328767123285,-0.0693,0.2746,-0.2105
60,21,1970-01-01T15:00Z,0.4914117969821674,0.4615,1.3108,0.1734,-0.05498683127572008,-0.060649999999999996,0.1934,-0.1931
60,21,1970-01-01T16:00Z,0.4955738324175827,0.4563,1.6511,0.1615,-0.04545728021978019,-0.05165,0.2383,-0.2119
60,21,1970-01-01T17:00Z,0.4956278159340646,0.46145,1.7615,0.1695,-0.040976923076923126,-0.0492,0.236,-0.1826
60,21,1970-01-01T18:00Z,0.4875448489010988,0.4435,1.8188,0.1588,-0.04316256868131865,-0.0515,0.2753,-0.1992
60,21,1970-01-01T19:00Z,0.468250686813186,0.42274999999999996,1.5844,0.1449,-0.04845714285714277,-0.05735,0.2479,-0.1849
60,21,1970-01-01T20:00Z,0.45489210164835164,0.40754999999999997,1.7346,0.1412,-0.05223482142857139,-0.0599,0.253,-0.1763
60,21,1970-01-01T21:00Z,0.47259512362637374,0.42595,2.0209,0.1646,-0.0574692994505495,-0.06764999999999999,0.3719,-0.1952
60,21,1970-01-01T22:00Z,0.545533905284831,0.4971,1.9292,0.1859,-0.06508997940974612,-0.0746,0.2304,-0.199
60,21,1970-01-01T23:00Z,0.6601299999999997,0.61955,2.0205,0.237,-0.06525027397260275,-0.0749,0.2325,-0.2269
60,21,1970-01-02,0.6789982191780826,0.6407,1.8084,0.2581,-0.06391150684931504,-0.0751,0.2259,-0.2189
60,21,1970-01-02T01:00Z,0.6994760958904108,0.66615,1.8751,0.2966,-0.04649780821917808,-0.0579,0.2318,-0.2143
60,21,1970-01-02T02:00Z,0.7111594520547951,0.6675500000000001,2.0355,0.2639,-0.02779321917808221,-0.04245,0.3543,-0.1799
60,21,1970-01-02T03:00Z,0.6105976712328763,0.55145,1.7433,0.2312,-0.01734294520547944,-0.03375,0.297,-0.1553
60,21,1970-01-02T04:00Z,0.4711618493150674,0.4111,1.6555,0.1819,-0.022389657534246574,-0.039150000000000004,0.26,-0.1506
60,22,1970-01-01T05:00Z,0.4381665068493152,0.41075,1.1504,0.1663,-0.026966780821917807,-0.03265,0.1578,-0.1516
60,22,1970-01-01T06:00Z,0.36055819672131134,0.33294999999999997,1.0986,0.1522,-0.03261079234972675,-0.0394,0.1373,-0.1637
60,22,1970-01-01T07:00Z,0.3151222451790634,0.2894,1.0545,0.1436,-0.036508677685950335,-0.04395,0.1516,-0.1444
60,22,1970-01-01T08:00Z,0.3055137295081967,0.2782,0.8536,0.1508,-0.0365003415300547,-0.0433,0.1375,-0.1131
60,22,1970-01-01T09:00Z,0.3041804109589042,0.2813,0.9377,0.1419,-0.03694267123287673,-0.0432,0.1509,-0.1249
60,22,1970-01-01T10:00Z,0.31047417808219197,0.28845,1.0192,0.1444,-0.036561438356164405,-0.04335,0.113,-0.1253
60,22,1970-01-01T11:00Z,0.36209712328767096,0.34365,1.0639,0.1438,-0.03427260273972595,-0.04,0.1606,-0.1396
60,22,1970-01-01T12:00Z,0.5028441780821918,0.4842,1.436,0.1867,-0.01602089041095892,-0.0204,0.1679,-0.1392
60,22,1970-01-01T13:00Z,0.5551643835616432,0.5257000000000001,1.6973,0.2016,0.0013184246575342496,-0.00515,0.2766,-0.1423
60,22,1970-01-01T14:00Z,0.5808254794520552,0.5425,1.5155,0.2114,0.0018413698630136985,-0.0049499999999999995,0.2199,-0.1155
60,22,1970-01-01T15:00Z,0.5660427983539091,0.52305,1.4015,0.2272,-0.0035109739368998608,-0.0111,0.2963,-0.1708
60,22,1970-01-01T16:00Z,0.5452769230769239,0.49245,1.6636,0.1912,-0.004278983516483507,-0.01255,0.2661,-0.1302
60,22,1970-01-01T17:00Z,0.528524793956044,0.4724,1.6289,0.2118,-0.00010892857142856241,-0.0061,0.3738,-0.1281
60,22,1970-01-01T18:00Z,0.5164266483516481,0.46845000000000003,1.5087,0.1975,-0.007811126373626374,-0.0137,0.1946,-0.1179
60,22,1970-01-01T19:00Z,0.5252144230769246,0.48115,1.7523,0.2091,-0.008786126373626368,-0.0154,0.308,-0.1498
60,22,1970-01-01T20:00Z,0.5207502060439557,0.4689,1.9474,0.196,-0.013167239010989009,-0.0221,0.2871,-0.1305
60,22,1970-01-01T21:00Z,0.5613665521978021,0.5225,1.9791,0.207,-0.010112843406593408,-0.0206,0.2902,-0.1254
60,22,1970-01-01T22:00Z,0.6379436513383655,0.6047,2.0738,0.2308,0.000022855181880573306,-0.009,0.3392,-0.126
60,22,1970-01-01T23:00Z,0.7110871917808225,0.68585,2.0155,0.2701,0.011281301369863002,0.0063,0.281,-0.1404
60,22,1970-01-02,0.7587620547945197,0.7364,1.8832,0.2893,0.01234513698630137,0.0073,0.2361,-0.1269
60,22,1970-01-02T01:00Z,0.7872842465753429,0.76815,1.8721,0.3178,0.010101232876712317,0.00355,0.25,-0.1141
60,22,1970-01-02T02:00Z,0.7857722602739715,0.7565999999999999,1.7429,0.2782,0.006588356164383574,0.0004,0.26,-0.1131
60,22,1970-01-02T03:00Z,0.7039949315068503,0.6756500000000001,1.5582,0.3132,0.0012060958904109575,-0.00385,0.213,-0.13
60,22,1970-01-02T04:00Z,0.5706430821917817,0.54165,1.426,0.2507,-0.014592945205479461,-0.019549999999999998,0.2443,-0.1362
60,23,1970-01-01T05:00Z,0.5554884246575347,0.4404,1.9152,0.2023,0.003754246575342464,-0.0204,0.3228,-0.1182
60,23,1970-01-01T06:00Z,0.4721960382513659,0.35615,1.7352,0.1273,-0.0039428278688524694,-0.03065,0.2824,-0.1183
60,23,1970-01-01T07:00Z,0.40978539944903525,0.2954,1.6011,0.1255,-0.007319903581267201,-0.03395,0.3959,-0.124
60,23,1970-01-01T08:00Z,0.3772093579234964,0.2654,1.5409,0.1094,-0.010586270491803268,-0.038,0.2802,-0.1309
60,23,1970-01-01T09:00Z,0.35332623287671233,0.24355,1.4621,0.108,-0.013840753424657548,-0.0409,0.2933,-0.1179
60,23,1970-01-01T10:00Z,0.35454424657534245,0.24609999999999999,1.4548,0.1063,-0.01617664383561641,-0.0451,0.3453,-0.1374
60,23,1970-01-01T11:00Z,0.43395342465753495,0.3422,2.116,0.1168,-0.017055547945205432,-0.04455,0.3868,-0.1523
60,23,1970-01-01T12:00Z,0.5218436301369865,0.44015000000000004,1.7656,0.1525,-0.022716712328767135,-0.0478,0.3577,-0.1606
60,23,1970-01-01T13:00Z,0.5914827397260273,0.51925,1.7582,0.1976,-0.026053082191780836,-0.0471,0.2896,-0.1537
60,23,1970-01-01T14:00Z,0.5831321232876711,0.50195,1.9757,0.224,-0.027316986301369865,-0.04735,0.2953,-0.1548
60,23,1970-01-01T15:00Z,0.5821864197530875,0.50675,1.8463,0.2099,-0.023661659807956075,-0.0426,0.2878,-0.1591
60,23,1970-01-01T16:00Z,0.5684191620879119,0.4948,1.8407,0.2003,-0.022342651098901097,-0.0389,0.4862,-0.1555
60,23,1970-01-01T17:00Z,0.563119436813187,0.48719999999999997,1.8546,0.2138,-0.017164423076923112,-0.0336,0.2699,-0.1567
60,23,1970-01-01T18:00Z,0.5971096840659333,0.5064,2.0377,0.2111,-0.008627266483516475,-0.02355,0.3651,-0.1347
60,23,1970-01-01T19:00Z,0.5992377747252751,0.50725,2.0246,0.1962,-0.01132520604395604,-0.0271,0.389,-0.161
60,23,1970-01-01T20:00Z,0.5896043956043969,0.49495,1.8151,0.1875,-0.0154746565934066,-0.0326,0.2992,-0.1473
60,23,1970-01-01T21:00Z,0.6085420329670335,0.5199,1.8936,0.203,-0.013916140109890096,-0.032850000000000004,0.4476,-0.1689
60,23,1970-01-01T22:00Z,0.6631883321894295,0.5834,2.4733,0.2367,-0.013849691146190819,-0.0336,0.411,-0.1495
60,23,1970-01-01T23:00Z,0.7409053424657522,0.6758,1.9792,0.2457,-0.015134383561643865,-0.0363,0.3505,-0.1556
60,23,1970-01-02,0.8100241095890418,0.75475,2.0224,0.3312,-0.016365616438356156,-0.033049999999999996,0.2823,-0.1797
60,23,1970-01-02T01:00Z,0.8356925342465766,0.76795,2.417,0.2943,-0.007697328767123294,-0.02515,0.3386,-0.1681
60,23,1970-01-02T02:00Z,0.8444693835616451,0.7608,2.49,0.3496,-0.005343424657534245,-0.0232,0.3699,-0.1722
60,23,1970-01-02T03:00Z,0.802349794520549,0.71245,2.3638,0.3556,0.000801506849315055,-0.022,0.3119,-0.1692
60,23,1970-01-02T04:00Z,0.6893008904109588,0.5817,2.1659,0.2517,0.010195410958904076,-0.01115,0.352,-0.1365
60,24,1970-01-01T05:00Z,0.6763941095890416,0.5977,1.85,0.3031,0.058873767123287825,0.027950000000000003,0.4252,-0.0652
60,24,1970-01-01T06:00Z,0.5752641393442618,0.48115,1.5457,0.2736,0.045129986338797876,0.0119,0.3946,-0.072
60,24,1970-01-01T07:00Z,0.5151794077134993,0.42110000000000003,1.4755,0.2553,0.03861673553719009,0.0052,0.3487,-0.0757
60,24,1970-01-01T08:00Z,0.49437274590164004,0.40455,1.5252,0.2591,0.033282855191256816,0.0010500000000000002,0.3908,-0.0776
60,24,1970-01-01T09:00Z,0.48456527397260224,0.3998,1.3753,0.242,0.031961506849315084,-0.0003,0.3862,-0.0865
60,24,1970-01-01T10:00Z,0.4876347260273971,0.40595000000000003,1.4041,0.2418,0.03157719178082197,-0.0004,0.3574,-0.0877
60,24,1970-01-01T11:00Z,0.537055342465754,0.46295,1.5056,0.2632,0.03770493150684923,0.0074,0.4558,-0.0829
60,24,1970-01-01T12:00Z,0.6508993835616449,0.6037,1.5181,0.2552,0.06171664383561643,0.03985,0.3694,-0.0917
60,24,1970-01-01T13:00Z,0.6874826027397265,0.6286499999999999,1.7154,0.3223,0.06704123287671222,0.0456,0.588,-0.0843
60,24,1970-01-01T14:00Z,0.7052611643835616,0.6432,1.7086,0.3201,0.07484417808219192,0.0539,0.7473,-0.0929
60,24,1970-01-01T15:00Z,0.7039456849315073,0.64255,1.6834,0.3073,0.09081739726027398,0.0735,0.719,-0.1017
60,24,1970-01-01T16:00Z,0.6952073972602745,0.6332,1.8166,0.3016,0.09844102739726021,0.08085,0.3941,-0.0736
60,24,1970-01-01T17:00Z,0.6923458904109587,0.61985,1.8254,0.2814,0.09533041095890409,0.0759,0.403,-0.0664
60,24,1970-01-01T18:00Z,0.705469657534246,0.6354,2.0223,0.3004,0.09994075342465741,0.0837,0.6672,-0.0622
60,24,1970-01-01T19:00Z,0.6885937671232877,0.6145,2.0152,0.3084,0.09507458904109596,0.0781,0.5058,-0.0938
60,24,1970-01-01T20:00Z,0.6804891780821914,0.59385,1.9088,0.299,0.08321917808219177,0.060649999999999996,0.4839,-0.0664
60,24,1970-01-01T21:00Z,0.72188109589041,0.6499,1.9728,0.3125,0.0877428767123288,0.06755,0.4401,-0.0948
60,24,1970-01-01T22:00Z,0.8050356164383549,0.7417,1.9755,0.3298,0.09652897260273945,0.07535,0.4397,-0.0884
60,24,1970-01-01T23:00Z,0.9115308219178095,0.86225,1.9822,0.3756,0.10681780821917797,0.087,0.4572,-0.0912
60,24,1970-01-02,0.9762117808219185,0.9363,2.0801,0.4237,0.10956431506849312,0.0936,0.4373,-0.0926
60,24,1970-01-02T01:00Z,1.0267887671232885,0.9815499999999999,2.2102,0.4159,0.10640041095890414,0.08929999999999999,0.5265,-0.071
60,24,1970-01-02T02:00Z,1.0339536986301383,0.9775499999999999,2.3788,0.3886,0.10478876712328773,0.0821,0.4903,-0.1102
60,24,1970-01-02T03:00Z,0.9500277397260266,0.8743000000000001,2.2582,0.3835,0.0914952739726029,0.06615,0.7969,-0.0796
60,24,1970-01-02T04:00Z,0.813763972602739,0.7353000000000001,2.3659,0.338,0.0751797945205479,0.04615,0.5223,-0.1064
60,25,1970-01-01T05:00Z,0.8452314383561648,0.78755,2.352,0.3132,0.1042954794520547,0.0867,0.7181,-0.0632
60,25,1970-01-01T06:00Z,0.7320042349726773,0.6651,2.2304,0.3039,0.07595430327868842,0.05585,0.4742,-0.0798
60,25,1970-01-01T07:00Z,0.6614666666666659,0.5895,2.1366,0.2823,0.06437438016528925,0.0432,0.5567,-0.0736
60,25,1970-01-01T08:00Z,0.6155713797814194,0.5477000000000001,2.3708,0.2701,0.05859289617486338,0.0377,0.4455,-0.0871
60,25,1970-01-01T09:00Z,0.6039966438356162,0.541,2.282,0.2416,0.058493082191780725,0.038,0.6507,-0.0736
60,25,1970-01-01T10:00Z,0.6044124657534244,0.5446,1.9568,0.2509,0.057183561643835645,0.035250000000000004,0.5742,-0.0604
60,25,1970-01-01T11:00Z,0.6558254109589043,0.61095,1.941,0.259,0.0578243835616439,0.039599999999999996,0.3926,-0.07
60,25,1970-01-01T12:00Z,0.7551171917808215,0.72115,1.988,0.2963,0.07401068493150677,0.06085,0.8183,-0.0648
60,25,1970-01-01T13:00Z,0.750483082191782,0.6960500000000001,1.9145,0.3536,0.07564369863013708,0.060149999999999995,0.3908,-0.0697
60,25,1970-01-01T14:00Z,0.7903130136986306,0.73445,1.9076,0.3452,0.09448438356164392,0.08295,0.7722,-0.0573
60,25,1970-01-01T15:00Z,0.840336762688615,0.7753,2.4252,0.3238,0.10942174211248296,0.0978,0.4598,-0.0683
60,25,1970-01-01T16:00Z,0.8670623626373627,0.79215,2.7174,0.3529,0.11656174450549432,0.1041,0.5086,-0.0677
60,25,1970-01-01T17:00Z,0.8636564560439554,0.78375,2.5068,0.3987,0.11813166208791212,0.10225000000000001,0.4963,-0.0566
60,25,1970-01-01T18:00Z,0.8732388736263734,0.79395,2.8099,0.3542,0.11787032967032962,0.10335,0.5018,-0.061
60,25,1970-01-01T19:00Z,0.8612934065934085,0.7645,2.9652,0.3804,0.11519986263736245,0.10014999999999999,0.5918,-0.0706
60,25,1970-01-01T20:00Z,0.8708955357142885,0.7766500000000001,2.847,0.3945,0.11714402472527473,0.0991,0.6696,-0.0533
60,25,1970-01-01T21:00Z,0.9192988324175815,0.8385,3.0003,0.4172,0.12478392857142862,0.10805000000000001,0.6963,-0.0642
60,25,1970-01-01T22:00Z,1.0088777625257401,0.9268,2.9616,0.4128,0.13975058339052834,0.1253,0.5817,-0.0614
60,25,1970-01-01T23:00Z,1.1044415753424686,1.03545,2.8574,0.4293,0.15705246575342433,0.14685,0.5665,-0.0427
60,25,1970-01-02,1.1981880821917816,1.1562000000000001,3.0144,0.4491,0.17115979452054791,0.16105,0.5538,-0.0275
60,25,1970-01-02T01:00Z,1.2620139041095881,1.2152500000000002,3.3454,0.4771,0.1879070547945203,0.1814,0.5671,-0.0326
60,25,1970-01-02T02:00Z,1.2826323287671244,1.241,3.27,0.5059,0.20395301369862973,0.19395,0.5843,-0.0317
60,25,1970-01-02T03:00Z,1.2056464383561634,1.1508,3.0625,0.5278,0.1950815753424661,0.1831,0.5403,-0.044
60,25,1970-01-02T04:00Z,1.0399523287671226,0.9739,2.5367,0.4248,0.15442472602739712,0.1385,0.498,-0.0739
60,26,1970-01-01T05:00Z,1.1634645890410962,1.0281,3.2147,0.4308,0.17434773972602738,0.14905000000000002,0.7627,-0.0155
60,26,1970-01-01T06:00Z,0.9433170765027304,0.8141499999999999,2.5749,0.3327,0.13599077868852463,0.1038,1.2485,-0.0797
60,26,1970-01-01T07:00Z,0.8412857438016539,0.69355,2.4873,0.323,0.11839242424242409,0.0832,0.6559,-0.0598
60,26,1970-01-01T08:00Z,0.7994783469945365,0.6676,2.6746,0.3046,0.11529494535519133,0.08355,0.7424,-0.0627
60,26,1970-01-01T09:00Z,0.7839898630136973,0.6613,2.4164,0.3062,0.1136415068493149,0.0805,0.7092,-0.0538
60,26,1970-01-01T10:00Z,0.7751591780821926,0.63365,2.5271,0.295,0.11064287671232875,0.0772,0.7242,-0.0478
60,26,1970-01-01T11:00Z,0.8648504109589045,0.787,2.5936,0.3115,0.13013075342465755,0.11025,1.0705,-0.0546
60,26,1970-01-01T12:00Z,1.043780684931508,0.9837,2.623,0.3151,0.1691282191780821,0.16255,0.5972,-0.0449
60,26,1970-01-01T13:00Z,1.144836301369863,1.0738500000000002,2.8364,0.421,0.18682047945205477,0.17615,0.6599,-0.0178
60,26,1970-01-01T14:00Z,1.2304064383561626,1.13205,3.1915,0.4588,0.19986335616438336,0.1889,0.6637,-0.0337
60,26,1970-01-01T15:00Z,1.2720408093278452,1.1652,3.3449,0.5701,0.20212126200274366,0.1897,0.5277,-0.0166
60,26,1970-01-01T16:00Z,1.3105919642857153,1.2062,3.222,0.4867,0.20154649725274731,0.19014999999999999,0.6863,-0.0358
60,26,1970-01-01T17:00Z,1.3195712912087925,1.2294,3.3852,0.5055,0.20209416208791178,0.1936,0.7093,-0.0669
60,26,1970-01-01T18:00Z,1.3461003434065946,1.2389999999999999,3.9118,0.5466,0.20561703296703274,0.19005,0.7192,-0.0982
60,26,1970-01-01T19:00Z,1.354760439560439,1.2521,3.3787,0.4864,0.21840144230769215,0.20655,0.8174,-0.0549
60,26,1970-01-01T20:00Z,1.391694642857146,1.3010000000000002,3.6832,0.5063,0.22951325549450555,0.22005,0.611,-0.0565
60,26,1970-01-01T21:00Z,1.482563118131869,1.4089,3.6483,0.5851,0.25286565934065947,0.2474,0.6488,-0.0055
60,26,1970-01-01T22:00Z,1.566592587508577,1.4866,3.7906,0.5662,0.2745579272477696,0.2647,1.0934,0.0207
60,26,1970-01-01T23:00Z,1.6195286986301352,1.5529,3.6483,0.6949,0.28089034246575356,0.2748,0.6971,0.0388
60,26,1970-01-02,1.6581231506849294,1.60025,3.6202,0.6924,0.2850060273972601,0.2825,0.7022,0.0458
60,26,1970-01-02T01:00Z,1.7454913013698652,1.68255,3.7343,0.7433,0.29536698630137065,0.2925,0.8078,-0.0003
60,26,1970-01-02T02:00Z,1.7543168493150698,1.7038,3.8506,0.761,0.29785109589041064,0.2892,1.4316,0.0487
60,26,1970-01-02T03:00Z,1.6837606164383518,1.58405,3.7464,0.7175,0.28700191780821926,0.27375,0.674,0.0206
60,26,1970-01-02T04:00Z,1.4758941095890397,1.3512499999999998,3.2849,0.6199,0.24639041095890413,0.22985,0.6648,-0.0102